file,line,kind,text,suggested_key
backend/routers/hr_wps_compliance.py,639,message,تم تسوية نهاية الخدمة بنجاح,msg_تم_تسوية_نهاية_الخدمة_بنجاح
backend/routers/delivery_orders.py,343,message,تم تأكيد أمر التسليم وخصم المخزون,msg_تم_تأكيد_أمر_التسليم_وخصم_المخزون
backend/routers/delivery_orders.py,374,message,تم تسجيل التسليم بنجاح,msg_تم_تسجيل_التسليم_بنجاح
backend/routers/delivery_orders.py,544,message,تم إنشاء الفاتورة بنجاح,msg_تم_إنشاء_الفاتورة_بنجاح
backend/routers/delivery_orders.py,606,message,تم إلغاء أمر التسليم,msg_تم_إلغاء_أمر_التسليم
backend/routers/delivery_orders.py,645,message,تم تحديث أمر التسليم,msg_تم_تحديث_أمر_التسليم
backend/routers/pos.py,59,detail,User already has an open session,msg_user_already_has_an_open_session
backend/routers/pos.py,85,detail,Failed to create POS session,msg_failed_to_create_pos_session
backend/routers/pos.py,189,detail,Session not found,msg_session_not_found
backend/routers/pos.py,195,detail,Session is not open,msg_session_is_not_open
backend/routers/pos.py,829,detail,Held order not found,msg_held_order_not_found
backend/routers/pos.py,881,message,Order cancelled successfully,msg_order_cancelled_successfully
backend/routers/pos.py,907,detail,Original order not found or not paid,msg_original_order_not_found_or_not_paid
backend/routers/pos.py,1116,message,Return processed successfully,msg_return_processed_successfully
backend/routers/pos.py,1136,detail,Order not found,msg_order_not_found
backend/routers/pos.py,1241,detail,No fields to update,msg_no_fields_to_update
backend/routers/pos.py,1246,detail,Promotion not found,msg_promotion_not_found
backend/routers/pos.py,1271,message,Deleted,deleted
backend/routers/pos.py,1283,detail,Coupon code required,msg_coupon_code_required
backend/routers/pos.py,1291,detail,Invalid or expired coupon,msg_invalid_or_expired_coupon
backend/routers/pos.py,1342,detail,Customer already enrolled,msg_customer_already_enrolled
backend/routers/pos.py,1367,detail,Customer not enrolled in loyalty,msg_customer_not_enrolled_in_loyalty
backend/routers/pos.py,1396,detail,Customer not enrolled,msg_customer_not_enrolled
backend/routers/pos.py,1399,detail,Insufficient points,msg_insufficient_points
backend/routers/pos.py,1542,detail,No fields,msg_no_fields
backend/routers/pos.py,1545,detail,Table not found,msg_table_not_found
backend/routers/pos.py,1554,message,Table deactivated,msg_table_deactivated
backend/routers/pos.py,1577,message,Table cleared,msg_table_cleared
backend/routers/notifications.py,192,message,تم إرسال الإشعار,msg_تم_إرسال_الإشعار
backend/routers/notifications.py,289,message,تم تحديث إعدادات الإشعارات بنجاح,msg_تم_تحديث_إعدادات_الإشعارات_بنجاح
backend/routers/notifications.py,406,message,تم إرسال رسالة الاختبار بنجاح,msg_تم_إرسال_رسالة_الاختبار_بنجاح
backend/routers/notifications.py,475,message,...,msg_message
backend/routers/auth.py,479,detail,خطأ في تسجيل الدخول. يرجى التواصل مع مسؤول النظام,msg_خطأ_في_تسجيل_الدخول_يرجى_التواصل_مع_مسؤول_النظام
backend/routers/auth.py,486,detail,كلمة المرور غير صحيحة,msg_كلمة_المرور_غير_صحيحة
backend/routers/auth.py,511,message,يرجى إدخال رمز المصادقة الثنائية للمسؤول,msg_يرجى_إدخال_رمز_المصادقة_الثنائية_للمسؤول
backend/routers/auth.py,520,detail,رمز المصادقة الثنائية غير صحيح,msg_رمز_المصادقة_الثنائية_غير_صحيح
backend/routers/auth.py,554,detail,رمز الشركة مطلوب. يمكنك الحصول عليه من مسؤول الشركة.,msg_رمز_الشركة_مطلوب_يمكنك_الحصول_عليه_من_مسؤول_الشركة
backend/routers/auth.py,567,detail,رمز الشركة غير صحيح أو الشركة غير نشطة,msg_رمز_الشركة_غير_صحيح_أو_الشركة_غير_نشطة
backend/routers/auth.py,574,detail,خطأ في الاتصال بقاعدة البيانات,msg_خطأ_في_الاتصال_بقاعدة_البيانات
backend/routers/auth.py,592,detail,اسم المستخدم أو كلمة المرور غير صحيحة,msg_اسم_المستخدم_أو_كلمة_المرور_غير_صحيحة
backend/routers/auth.py,622,message,يرجى إدخال رمز المصادقة الثنائية,msg_يرجى_إدخال_رمز_المصادقة_الثنائية
backend/routers/auth.py,817,detail,خطأ في الخادم أثناء تسجيل الدخول,msg_خطأ_في_الخادم_أثناء_تسجيل_الدخول
backend/routers/auth.py,827,detail,Could not validate credentials,msg_could_not_validate_credentials
backend/routers/auth.py,877,detail,بيانات غير كاملة,msg_بيانات_غير_كاملة
backend/routers/auth.py,1002,detail,بيانات الشركة غير جاهزة حالياً. يرجى إعادة تسجيل الدخول أو التواصل مع الدعم.,msg_بيانات_الشركة_غير_جاهزة_حالياً_يرجى_إعادة_تسجيل_الدخول_أو_التواصل_مع_الدعم
backend/routers/auth.py,1008,detail,المستخدم غير موجود,msg_المستخدم_غير_موجود
backend/routers/auth.py,1034,detail,غير متاح لمسؤولي النظام,msg_غير_متاح_لمسؤولي_النظام
backend/routers/auth.py,1041,detail,الاسم الكامل لا يمكن أن يكون فارغا,msg_الاسم_الكامل_لا_يمكن_أن_يكون_فارغا
backend/routers/auth.py,1062,detail,البريد الإلكتروني مستخدم من قبل مستخدم آخر,msg_البريد_الإلكتروني_مستخدم_من_قبل_مستخدم_آخر
backend/routers/auth.py,1101,detail,فشل تحديث بيانات الحساب,msg_فشل_تحديث_بيانات_الحساب
backend/routers/auth.py,1141,message,تم تسجيل الخروج بنجاح,msg_تم_تسجيل_الخروج_بنجاح
backend/routers/auth.py,1152,detail,رمز التحديث منتهي أو غير صالح,msg_رمز_التحديث_منتهي_أو_غير_صالح
backend/routers/auth.py,1165,detail,رمز التحديث مطلوب,msg_رمز_التحديث_مطلوب
backend/routers/auth.py,1285,message,إذا كان البريد مسجلاً، سيتم إرسال رابط إعادة التعيين,msg_إذا_كان_البريد_مسجلاً،_سيتم_إرسال_رابط_إعادة_التعيين
backend/routers/auth.py,1497,message,تم تغيير كلمة المرور بنجاح. يرجى تسجيل الدخول,msg_تم_تغيير_كلمة_المرور_بنجاح_يرجى_تسجيل_الدخول
backend/routers/auth.py,1518,detail,رمز التحقق غير صالح أو منتهي,msg_رمز_التحقق_غير_صالح_أو_منتهي
backend/routers/auth.py,1683,detail,Unauthorized - User not linked to a company,msg_unauthorized_user_not_linked_to_a_company
backend/routers/branches.py,27,detail,User not associated with any company,msg_user_not_associated_with_any_company
backend/routers/branches.py,83,detail,Internal server error,msg_internal_server_error
backend/routers/branches.py,99,detail,Branch country_code is required for tax calculation,msg_branch_country_code_is_required_for_tax_calculation
backend/routers/branches.py,113,detail,Branch code already exists,msg_branch_code_already_exists
backend/routers/branches.py,203,detail,Branch not found,msg_branch_not_found
backend/routers/branches.py,219,detail,Branch code already used by another branch,msg_branch_code_already_used_by_another_branch
backend/routers/branches.py,304,detail,Cannot delete the default branch,msg_cannot_delete_the_default_branch
backend/routers/branches.py,315,detail,لا يمكن حذف الفرع لوجود عمليات مرتبطة به,msg_لا_يمكن_حذف_الفرع_لوجود_عمليات_مرتبطة_به
backend/routers/branches.py,335,message,Branch deleted,msg_branch_deleted
backend/routers/branches.py,343,detail,"Cannot delete branch because it is used by other records (Invoices, Users, etc.)",msg_cannot_delete_branch_because_it_is_used_by_other_records_invoices_users_etc
backend/routers/scheduled_reports.py,112,detail,"Frequency must be daily, weekly, or monthly",msg_frequency_must_be_daily_weekly_or_monthly
backend/routers/scheduled_reports.py,190,detail,Report not found or unauthorized,msg_report_not_found_or_unauthorized
backend/routers/scheduled_reports.py,199,message,Scheduled report updated,msg_scheduled_report_updated
backend/routers/scheduled_reports.py,225,message,Scheduled report deleted,msg_scheduled_report_deleted
backend/routers/scheduled_reports.py,245,detail,Report not found,msg_report_not_found
backend/routers/scheduled_reports.py,279,message,Report execution started in background,msg_report_execution_started_in_background
backend/routers/scheduled_reports.py,296,detail,report_type must be 'custom' or 'scheduled',msg_report_type_must_be_custom_or_scheduled
backend/routers/scheduled_reports.py,303,detail,User not found,msg_user_not_found
backend/routers/scheduled_reports.py,350,detail,Share not found or unauthorized,msg_share_not_found_or_unauthorized
backend/routers/scheduled_reports.py,358,message,Share removed,msg_share_removed
backend/routers/crm.py,220,message,تم إنشاء الفرصة البيعية,msg_تم_إنشاء_الفرصة_البيعية
backend/routers/crm.py,243,message,تم التحديث,msg_تم_التحديث
backend/routers/crm.py,255,message,تم حذف الفرصة,msg_تم_حذف_الفرصة
backend/routers/crm.py,403,message,تم إنشاء التذكرة,msg_تم_إنشاء_التذكرة
backend/routers/crm.py,472,detail,يجب تحديد عميل للفرصة قبل التحويل,msg_يجب_تحديد_عميل_للفرصة_قبل_التحويل
